SigMean,SigMedian,SigRMS,SigVar,SigPeak,SigPeak2Peak,SigSkewness,SigKurtosis,SigCrestFactor,SigMAD,SigRangeCumSum,SigCorrDimension,SigApproxEntropy,SigLyapExponent,PeakFreq,HighFreqPower,EnvPower,PeakSpecKurtosis,No Sensor Drift,Sensor Drift,No Shaft Wear,Shaft Wear,GearToothCondition
0.076008548,0.056654347,1.003379087,1.001025465,1.858544161,3.631425077,-0.025177507,2.245269578,1.85228513,0.815269985,2315.293485,1.145779749,0.037809451,114.7871963,1.97767071,1.99E-08,8.92E-08,230.3866886,0,1,1,0,1
0.075804751,0.059924864,0.998374663,0.991038491,1.85853839,3.631425508,-0.029317344,2.259981952,1.861564059,0.810857723,2815.454104,1.101136231,0.035379178,22.96169584,1.845764967,8.99E-07,1.31E-07,230.3879234,0,1,1,0,1
-0.476381054,-0.495556901,1.1052116,0.994586797,1.315711044,3.631427095,-0.016302293,2.249104361,2.095269404,0.812840802,14346.55922,1.150298469,0.032101327,139.6977659,1.691115311,5.00E-06,2.44E-07,162.1246409,0,1,1,0,1
0.051043874,0.043257759,0.997683226,0.992799272,1.858544147,3.631431689,-0.005338921,2.259501715,1.862859973,0.810396532,2587.718238,0.919431204,0.036357157,-0.097490151,1.892617465,5.89E-07,1.07E-07,230.3905011,0,1,1,0,1
0.076698072,0.058840183,1.002848692,0.999856112,1.8585331,3.631420827,-0.027201968,2.248849627,1.853253752,0.814393523,2338.894092,1.147250571,0.038048768,119.3405173,1.983437353,1.16E-08,8.97E-08,230.3925931,0,1,1,0,0
0.474293204,0.45487056,1.10371186,0.993258753,2.263011989,3.631428465,-0.012568517,2.258922495,2.050364839,0.81095219,14306.38674,1.127667072,0.038481137,44.44687412,1.999605408,2.82E-12,8.33E-08,230.3909991,0,1,1,0,0
0.474242247,0.455763549,1.100081283,0.985305806,2.263015678,3.631432102,-0.018181842,2.268583112,2.05713497,0.807318847,14629.54723,1.136831926,0.035798663,93.91515158,1.862798733,6.89E-07,1.12E-07,230.3878021,0,1,1,0,1
0.478752936,0.463378625,1.104925598,0.991689086,2.263014187,3.631428591,-0.02778672,2.257791487,2.048114543,0.811221172,14811.58992,1.1412634,0.035372273,97.57702086,1.846799546,8.81E-07,1.30E-07,162.1284487,0,1,1,0,1
0.480480107,0.461125906,1.109888925,1.001025465,2.263015721,3.631425077,-0.025177507,2.245269578,2.038956935,0.815269985,14497.84139,1.145779749,0.037809451,112.9366051,1.97767071,1.98E-08,8.92E-08,230.3866886,0,1,1,0,1
0.48027631,0.464396424,1.105292242,0.991038491,2.263009949,3.631425508,-0.029317344,2.259981952,2.047431315,0.810857723,14825.48499,1.101136231,0.035379178,22.96169584,1.845764967,8.99E-07,1.31E-07,230.3879234,0,1,1,0,1
0.455515433,0.447729318,1.095564079,0.992799272,2.263015706,3.631431689,-0.005338921,2.259501715,2.065616927,0.810396532,14298.48625,0.919431204,0.036357157,-0.097490151,1.892617465,5.89E-07,1.07E-07,230.3905011,0,1,1,0,1
0.481169631,0.463311742,1.109660812,0.999856112,2.26300466,3.631420827,-0.027201968,2.248849627,2.039366115,0.814393523,14486.38993,1.147250571,0.038048768,119.3075171,1.983437353,1.16E-08,8.97E-08,230.3925931,0,1,1,0,0
0.373173215,0.353750571,1.06418235,0.993258753,2.161892001,3.631428465,-0.012568517,2.258922495,2.031505221,0.81095219,11280.47533,1.127667072,0.038481137,44.44687412,1.999605408,2.30E-12,8.33E-08,230.3909991,0,1,1,0,0
-0.487269593,-0.497333625,1.109041245,0.992573768,1.315715953,3.631428299,-0.015528429,2.254165533,2.088030861,0.811635338,14681.29761,1.132771481,0.032866522,56.67120077,1.726853167,3.62E-06,2.28E-07,230.3865919,0,1,1,0,1
0.373122258,0.35464356,1.060421303,0.985305806,2.16189569,3.631432102,-0.018181842,2.268583112,2.038713936,0.807318847,11650.40987,1.136831926,0.035798663,93.91515158,1.862798733,6.89E-07,1.12E-07,230.3878021,0,1,1,0,1
0.377632947,0.362258636,1.065017768,0.991689086,2.161894198,3.631428591,-0.02778672,2.257791487,2.029913737,0.811221172,11806.03091,1.1412634,0.035372273,97.57702086,1.846799546,8.81E-07,1.30E-07,162.1284487,0,1,1,0,1
0.379360118,0.360005917,1.070002987,1.001025465,2.161895732,3.631425077,-0.025177507,2.245269578,2.020457661,0.815269985,11446.54573,1.145779749,0.037809451,114.1904739,1.97767071,1.98E-08,8.92E-08,230.3866886,0,1,1,0,1
0.379156322,0.363276435,1.065253549,0.991038491,2.16188996,3.631425508,-0.029317344,2.259981952,2.029460463,0.810857723,11819.89844,1.101136231,0.035379178,22.96169584,1.845764967,8.99E-07,1.31E-07,230.3879234,0,1,1,0,1
0.354395444,0.346609329,1.057526582,0.992799272,2.161895717,3.631431689,-0.005338921,2.259501715,2.044294445,0.810396532,11367.81761,0.919431204,0.036357157,-0.097490151,1.892617465,5.89E-07,1.07E-07,230.3905011,0,1,1,0,1
0.380049642,0.362191753,1.069701189,0.999856112,2.161884671,3.631420827,-0.027201968,2.248849627,2.021017357,0.814393523,11441.86931,1.147250571,0.038048768,119.3075171,1.983437353,1.16E-08,8.97E-08,230.3925931,0,1,1,0,0
-0.141742281,-0.161164925,1.00663633,0.993258753,1.646976504,3.631428465,-0.012568517,2.258922495,1.971369304,0.81095219,5707.734611,1.127667072,0.038481137,44.44687412,1.999605408,1.73E-12,8.33E-08,230.3909991,0,1,1,0,0
-0.141793238,-0.160271936,1.002685615,0.985305806,1.646980193,3.631432102,-0.018181842,2.268583112,1.979136708,0.807318847,5202.181032,1.136831926,0.035798663,93.88596415,1.862798733,6.88E-07,1.12E-07,230.3878021,0,1,1,0,1
-0.137282549,-0.15265686,1.005237635,0.991689086,1.646978702,3.631428591,-0.02778672,2.257791487,1.974110221,0.811221172,5201.58153,1.1412634,0.035372273,97.68506755,1.846799546,8.81E-07,1.30E-07,162.1284487,0,1,1,0,1
-0.135555378,-0.154909579,1.009637337,1.001025465,1.646980236,3.631425077,-0.025177507,2.245269578,1.96550263,0.815269985,5716.584826,1.145779749,0.037809451,114.7871963,1.97767071,1.99E-08,8.92E-08,230.3866886,0,1,1,0,1
-0.472476964,-0.490210145,1.106284934,1.000665105,1.315715901,3.631430727,-0.026425334,2.242953999,2.093235436,0.816191712,14578.15404,1.142463099,0.033410364,122.1436096,1.762382788,2.55E-06,1.69E-07,230.3934436,0,1,1,0,1
-0.135759174,-0.151639061,1.004707002,0.991038491,1.646974464,3.631425508,-0.029317344,2.259981952,1.975153991,0.810857723,5189.444637,1.101136231,0.035379178,22.96169584,1.845764967,8.98E-07,1.31E-07,230.3879234,0,1,1,0,1
-0.160520052,-0.168306167,1.009223974,0.992799272,1.646980221,3.631431689,-0.005338921,2.259501715,1.966314238,0.810396532,5645.107719,0.919431204,0.036357157,-0.097490151,1.892617465,5.89E-07,1.07E-07,230.3905011,0,1,1,0,1
-0.134865854,-0.152723743,1.00896566,0.999856112,1.646969175,3.631420827,-0.027201968,2.248849627,1.966817833,0.814393523,5689.807035,1.147250571,0.038048768,119.3405173,1.983437353,1.17E-08,8.97E-08,230.3925931,0,1,1,0,0
0.40635902,0.386936376,1.076268312,0.993258753,2.195077805,3.631428465,-0.012568517,2.258922495,2.039526558,0.81095219,12273.24339,1.127667072,0.038481137,44.44687412,1.999605408,2.46E-12,8.33E-08,230.3909991,0,1,1,0,0
0.406308063,0.387829365,1.07254807,0.985305806,2.195081494,3.631432102,-0.018181842,2.268583112,2.046604301,0.807318847,12627.89568,1.136831926,0.035798663,93.91515158,1.862798733,6.89E-07,1.12E-07,230.3878021,0,1,1,0,1
0.410818752,0.395444441,1.077231753,0.991689086,2.195080003,3.631428591,-0.02778672,2.257791487,2.03770451,0.811221172,12792.18557,1.1412634,0.035372273,97.57702086,1.846799546,8.81E-07,1.30E-07,162.1284487,0,1,1,0,1
0.412545923,0.393191722,1.082213671,1.001025465,2.195081536,3.631425077,-0.025177507,2.245269578,2.028325454,0.815269985,12447.92738,1.145779749,0.037809451,114.1904739,1.97767071,1.98E-08,8.92E-08,230.3866886,0,1,1,0,1
0.412342126,0.396462239,1.07751178,0.991038491,2.195075765,3.631425508,-0.029317344,2.259981952,2.037171014,0.810857723,12806.06271,1.101136231,0.035379178,22.96169584,1.845764967,8.99E-07,1.31E-07,230.3879234,0,1,1,0,1
0.387581249,0.379795134,1.06910503,0.992799272,2.195081522,3.631431689,-0.005338921,2.259501715,2.053195392,0.810396532,12329.40183,0.919431204,0.036357157,-0.097490151,1.892617465,5.89E-07,1.07E-07,230.3905011,0,1,1,0,1
0.413235446,0.395377558,1.08193643,0.999856112,2.195070475,3.631420827,-0.027201968,2.248849627,2.02883498,0.814393523,12441.02751,1.147250571,0.038048768,119.3075171,1.983437353,1.16E-08,8.97E-08,230.3925931,0,1,1,0,0
-0.453566991,-0.472612885,1.098819166,1.00171377,1.315709308,3.631420345,-0.042948503,2.244575215,2.107454172,0.816313439,14290.46467,1.093903165,0.034098806,11.26743857,1.796492317,1.73E-06,1.63E-07,230.3894846,0,1,1,0,1
0.027683013,0.008402792,0.996932815,0.993141648,1.815710776,3.631425713,-0.013542027,2.259759196,1.821301205,0.810841978,1065.244212,1.148629335,0.038498741,104.989342,10.0037222,2.28E-12,8.30E-08,226.1214567,1,0,0,1,0
0.027571011,0.008696893,0.992880312,0.985083868,1.815716103,3.631432198,-0.018812549,2.269675967,1.828736133,0.807152616,1481.291156,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,1,0,0,1,1
0.031591479,0.016403863,0.99656183,0.992170395,1.815715425,3.631424288,-0.027907576,2.256853561,1.821979701,0.811512764,1546.578293,1.126795029,0.035374886,44.54640697,1.847776417,8.80E-07,1.08E-07,230.3908598,1,0,0,1,1
0.033268059,0.01481014,1.001315635,1.001559468,1.815715986,3.631430076,-0.025554814,2.244767165,1.813330306,0.815497344,1064.456694,1.149234864,0.037852958,132.2050657,1.978849516,1.98E-08,8.93E-08,226.1246427,1,0,0,1,1
0.032304251,0.017287159,0.996174784,0.991353519,1.815712152,3.631428254,-0.028684752,2.258981844,1.822688278,0.811028456,1540.422569,1.117802724,0.035368315,87.16390548,1.845808813,8.97E-07,1.01E-07,230.3933963,1,0,0,1,1
0.009031826,0.001082508,0.996408816,0.992781922,1.815716029,3.631431585,-0.006692373,2.259931779,1.8222601,0.810419503,1364.495269,1.150094211,0.036394396,119.2355747,1.893632368,5.88E-07,9.57E-08,230.3869013,1,0,0,1,1
0.033601867,0.01578076,1.000245173,0.9993945,1.815707413,3.631423458,-0.026712345,2.249686453,1.81527099,0.814098903,1062.503398,1.138504481,0.038073138,52.91730147,1.983409856,1.16E-08,8.97E-08,230.389399,1,0,0,1,0
-0.02651599,-0.04579621,0.996901091,0.993141648,1.761511773,3.631425713,-0.013542027,2.259759196,1.875726646,0.810841978,2547.512761,1.148629335,0.038498741,104.989342,2.00074444,2.30E-12,8.30E-08,226.1214567,0,1,0,1,0
-0.026627992,-0.04550211,0.992854573,0.985083868,1.7615171,3.631432198,-0.018812549,2.269675967,1.883372599,0.807152616,2205.375869,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,0,1,0,1,1
-0.022607524,-0.03779514,0.9963175,0.992170395,1.761516422,3.631424288,-0.027907576,2.256853561,1.876819253,0.811512764,2178.587634,1.126795029,0.035374886,44.54640697,1.847776417,8.80E-07,1.08E-07,230.3908598,0,1,0,1,1
-0.453816936,-0.474242226,1.089462142,0.981010523,1.315715611,3.631428114,-0.036319149,2.275158793,2.125555736,0.806059815,13952.47715,1.14359973,0.035235077,117.5063965,1.830985993,1.11E-06,1.39E-07,230.3872974,0,1,1,0,1
-0.020930943,-0.039388863,1.000981689,1.001559468,1.761516983,3.631430076,-0.025554814,2.244767165,1.86807922,0.815497344,2543.306548,1.149234864,0.037852958,132.2050657,1.978849516,1.98E-08,8.93E-08,226.1246427,0,1,0,1,1
-0.021894752,-0.036911844,0.995891568,0.991353519,1.76151315,3.631428254,-0.028684752,2.258981844,1.877629216,0.811028456,2189.101889,1.117802724,0.035368315,87.16390548,1.845808813,8.97E-07,1.01E-07,230.3933963,0,1,0,1,1
-0.045167177,-0.053116495,0.997391111,0.992781922,1.761517026,3.631431585,-0.006692373,2.259931779,1.874805718,0.810419503,2375.338523,1.150094211,0.036394396,119.2355747,1.893632368,5.88E-07,9.57E-08,230.3869013,0,1,0,1,1
-0.020597136,-0.038418243,0.999892775,0.9993945,1.76150841,3.631423458,-0.026712345,2.249686453,1.870115571,0.814098903,2535.305558,1.138504481,0.038073138,52.91730147,1.983409856,1.16E-08,8.97E-08,230.389399,0,1,0,1,0
0.070511071,0.051230851,0.999039788,0.993141648,1.858538834,3.631425713,-0.013542027,2.259759196,1.86032514,0.810841978,2280.716225,1.148629335,0.038498741,104.989342,2.00074444,2.30E-12,8.30E-08,226.1214567,0,1,0,1,0
0.070399069,0.051524951,0.994991046,0.985083868,1.858544161,3.631432198,-0.018812549,2.269675967,1.867900388,0.807152616,2738.044943,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,0,1,0,1,1
0.074419538,0.059231921,0.998837188,0.992170395,1.858543484,3.631424288,-0.027907576,2.256853561,1.860707137,0.811512764,2814.487537,1.126795029,0.035374886,44.54640697,1.847776417,8.80E-07,1.08E-07,230.3908598,0,1,0,1,1
0.076096118,0.057638198,1.00365176,1.001559468,1.858544044,3.631430076,-0.025554814,2.244767165,1.851781781,0.815497344,2316.599224,1.149234864,0.037852958,132.2050657,1.978849516,1.98E-08,8.93E-08,226.1246427,0,1,0,1,1
0.075132309,0.060115217,0.998481597,0.991353519,1.858540211,3.631428254,-0.028684752,2.258981844,1.861366516,0.811028456,2810.18263,1.117802724,0.035368315,87.16390548,1.845808813,8.97E-07,1.01E-07,230.3933963,0,1,0,1,1
0.051859885,0.043910567,0.997716594,0.992781922,1.858544087,3.631431585,-0.006692373,2.259931779,1.86279761,0.810419503,2600.788537,1.150094211,0.036394396,119.2355747,1.893632368,5.88E-07,9.57E-08,230.3869013,0,1,0,1,1
-0.473353143,-0.492927605,1.099026942,0.983829662,1.315713016,3.631425293,-0.017188926,2.271941049,2.107056878,0.806441997,14414.51907,1.146899621,0.035865292,122.5016774,1.864859377,6.60E-07,1.11E-07,162.1278674,0,1,1,0,1
0.076429925,0.058608818,1.002598052,0.9993945,1.858535471,3.631423458,-0.026712345,2.249686453,1.853719412,0.814098903,2333.880308,1.138504481,0.038073138,52.91730147,1.983409856,1.16E-08,8.97E-08,230.389399,0,1,0,1,0
0.47498263,0.45570241,1.103955247,0.993141648,2.263010393,3.631425713,-0.013542027,2.259759196,2.049911353,0.810841978,14310.56141,1.148629335,0.038498741,104.9455627,2.00074444,3.86E-12,8.30E-08,226.1214567,0,1,0,1,0
0.474870629,0.45599651,1.100251456,0.985083868,2.26301572,3.631432198,-0.018812549,2.269675967,2.056816837,0.807152616,14624.99742,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,0,1,0,1,1
0.478891097,0.46370348,1.105203213,0.992170395,2.263015043,3.631424288,-0.027907576,2.256853561,2.047600854,0.811512764,14806.98332,1.126795029,0.035374886,43.67998343,1.847776417,8.80E-07,1.08E-07,230.3908598,0,1,0,1,1
0.480567677,0.462109757,1.110167343,1.001559468,2.263015603,3.631430076,-0.025554814,2.244767165,2.038445482,0.815497344,14482.69813,1.149234864,0.037852958,129.6581578,1.978849516,1.98E-08,8.93E-08,226.1246427,0,1,0,1,1
0.479603868,0.464586776,1.105142753,0.991353519,2.26301177,3.631428254,-0.028684752,2.258981844,2.047709912,0.811028456,14820.17122,1.117802724,0.035368315,86.67029818,1.845808813,8.97E-07,1.01E-07,230.3933963,0,1,0,1,1
0.456331444,0.448382126,1.09589568,0.992781922,2.263015646,3.631431585,-0.006692373,2.259931779,2.064991849,0.810419503,14294.12379,1.150094211,0.036394396,119.2106819,1.893632368,5.88E-07,9.57E-08,230.3869013,0,1,0,1,1
0.480901484,0.463080378,1.109336539,0.9993945,2.26300703,3.631423458,-0.026712345,2.249686453,2.039964384,0.814098903,14483.6048,1.138504481,0.038073138,52.9084465,1.983409856,1.16E-08,8.97E-08,230.389399,0,1,0,1,0
0.373862641,0.354582421,1.064369279,0.993141648,2.161890405,3.631425713,-0.013542027,2.259759196,2.03114694,0.810841978,11280.58082,1.148629335,0.038498741,104.9455627,2.00074444,3.23E-12,8.30E-08,226.1214567,0,1,0,1,0
0.37375064,0.354876521,1.060537927,0.985083868,2.161895731,3.631432198,-0.018812549,2.269675967,2.038489786,0.807152616,11650.21929,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,0,1,0,1,1
-0.489810863,-0.498623799,1.109540778,0.991198938,1.315711309,3.631424204,-0.011147286,2.261195548,2.087091292,0.80996482,15024.07376,1.145939393,0.036468287,107.5098425,1.898898467,5.24E-07,9.25E-08,230.3901026,0,1,1,0,1
0.377771108,0.362583492,1.065292669,0.992170395,2.161895054,3.631424288,-0.027907576,2.256853561,2.029390718,0.811512764,11805.78495,1.126795029,0.035374886,43.67998343,1.847776417,8.80E-07,1.08E-07,230.3908598,0,1,0,1,1
0.379447688,0.360989768,1.070283507,1.001559468,2.161895615,3.631430076,-0.025554814,2.244767165,2.019927992,0.815497344,11435.14391,1.149234864,0.037852958,131.6913695,1.978849516,1.98E-08,8.93E-08,226.1246427,0,1,0,1,1
0.378483879,0.363466788,1.06516228,0.991353519,2.161891781,3.631428254,-0.028684752,2.258981844,2.029636068,0.811028456,11814.59576,1.117802724,0.035368315,86.67029818,1.845808813,8.97E-07,1.01E-07,230.3933963,0,1,0,1,1
0.355211455,0.347262137,1.057792103,0.992781922,2.161895658,3.631431585,-0.006692373,2.259931779,2.043781242,0.810419503,11367.81428,1.150094211,0.036394396,119.2106819,1.893632368,5.88E-07,9.57E-08,230.3869013,0,1,0,1,1
0.379781496,0.361960389,1.069390155,0.9993945,2.161887041,3.631423458,-0.026712345,2.249686453,2.02160739,0.814098903,11437.97186,1.138504481,0.038073138,52.9084465,1.983409856,1.16E-08,8.97E-08,230.389399,0,1,0,1,0
-0.141052855,-0.160333075,1.006481294,0.993141648,1.646974909,3.631425713,-0.013542027,2.259759196,1.971671819,0.810841978,5681.746349,1.148629335,0.038498741,104.989342,2.00074444,2.51E-12,8.30E-08,226.1214567,0,1,0,1,0
-0.141164856,-0.160038975,1.002486244,0.985083868,1.646980235,3.631432198,-0.018812549,2.269675967,1.979530367,0.807152616,5179.674617,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,0,1,0,1,1
-0.137144388,-0.152332005,1.005458126,0.992170395,1.646979558,3.631424288,-0.027907576,2.256853561,1.973672179,0.811512764,5179.123324,1.126795029,0.035374886,44.54640697,1.847776417,8.80E-07,1.08E-07,230.3908598,0,1,0,1,1
-0.135467808,-0.153925728,1.009889976,1.001559468,1.646980119,3.631430076,-0.025554814,2.244767165,1.965015996,0.815497344,5712.304524,1.149234864,0.037852958,132.2050657,1.978849516,1.99E-08,8.93E-08,226.1246427,0,1,0,1,1
-0.136431617,-0.151448709,1.004954835,0.991353519,1.646976285,3.631428254,-0.028684752,2.258981844,1.974667815,0.811028456,5194.067367,1.117802724,0.035368315,87.16390548,1.845808813,8.97E-07,1.01E-07,230.3933963,0,1,0,1,1
-0.976381054,-0.995556901,1.395662471,0.994586797,0.815711044,3.631427095,-0.016302293,2.249104361,2.017476365,0.812840802,29404.55922,1.150298469,0.032101327,132.5288201,0,5.00E-06,2.44E-07,162.1246409,0,1,1,0,1
