SigMean,SigMedian,SigRMS,SigVar,SigPeak,SigPeak2Peak,SigSkewness,SigKurtosis,SigCrestFactor,SigMAD,SigRangeCumSum,SigCorrDimension,SigApproxEntropy,SigLyapExponent,PeakFreq,HighFreqPower,EnvPower,PeakSpecKurtosis,No Sensor Drift,Sensor Drift,No Shaft Wear,Shaft Wear,GearToothCondition
0.027683013,0.008402792,0.996932815,0.993141648,1.815710776,3.631425713,-0.013542027,2.259759196,1.821301205,0.810841978,1065.244212,1.148629335,0.038498741,104.989342,10.0037222,2.28E-12,8.30E-08,226.1214567,1,0,0,1,0
0.550228641,0.526695565,1.134736584,0.984908259,2.315713297,3.631428166,-0.041620002,2.265830662,2.04074966,0.80852877,17013.78854,1.147927218,0.031564831,129.9081245,1.656032227,6.74E-06,2.85E-07,162.1258603,0,1,0,1,1
-0.987638968,-0.99782099,1.400779514,0.986785272,0.815716103,3.631429632,-0.011382537,2.266820699,2.010104732,0.808262686,29805.45443,1.087307293,0.037232434,5.615999235,0,2.17E-07,9.75E-08,226.1216379,0,1,1,0,1
0.522692304,0.50449254,1.126369606,0.99553429,2.315708502,3.63142414,-0.01635638,2.248298561,2.055904641,0.813242927,16502.65796,1.147173176,0.032088444,116.4375944,1.691981031,4.99E-06,2.40E-07,162.1276915,0,1,0,1,1
0.512303329,0.502365712,1.120155578,0.992326739,2.315716099,3.631431887,-0.014700557,2.254228778,2.067316492,0.811555822,16042.43103,1.146859447,0.032869741,111.1294583,1.726887903,3.62E-06,2.28E-07,230.3912261,0,1,0,1,1
0.527494691,0.510153251,1.130646588,1.00014426,2.315716104,3.631432159,-0.026590041,2.243921616,2.04813434,0.815886566,16184.49841,1.098461111,0.033426809,67.97082592,1.76236156,2.55E-06,1.65E-07,230.3906685,0,1,0,1,1
0.546358504,0.527466797,1.140007902,1.001143597,2.315706679,3.631421772,-0.042849219,2.245549007,2.031307567,0.815946459,16689.36684,1.141704413,0.034159397,102.5948427,1.797413659,1.73E-06,1.55E-07,230.3869567,0,1,0,1,1
0.545888085,0.525711097,1.130676198,0.980467411,2.315714696,3.63142102,-0.035405143,2.275683199,2.048079459,0.805832955,16556.55334,1.134519588,0.035299721,44.97120366,1.831028746,1.11E-06,1.39E-07,230.392677,0,1,0,1,1
0.526326648,0.506815624,1.122674365,0.983410604,2.315711405,3.631427074,-0.016499798,2.272552445,2.062674163,0.806242766,16149.90169,1.151555994,0.035896607,126.6433382,1.86585652,6.59E-07,1.03E-07,162.1263974,0,1,0,1,1
0.510300964,0.501435858,1.118606079,0.990905347,2.315712896,3.631428194,-0.011666722,2.261393692,2.070177286,0.809869428,15763.77277,1.061827772,0.036489516,17.21157181,1.898869093,5.23E-07,9.12E-08,230.3865388,0,1,0,1,1
0.512900629,0.502293862,1.118335897,0.987640897,2.315715941,3.631428314,-0.010968684,2.265956605,2.070680149,0.808664253,15455.63914,1.137100607,0.037208953,89.25064722,1.933150243,2.16E-07,8.37E-08,230.3922615,0,1,0,1,1
0.525081817,0.510424602,1.125777042,0.991695934,2.315711715,3.631420568,-0.023609059,2.258784225,2.056989643,0.810481106,15825.91392,1.126033469,0.03781126,101.3194908,1.966382515,5.04E-08,9.16E-08,230.3919799,0,1,0,1,1
0.527683013,0.508402792,1.127633828,0.993141648,2.315710776,3.631425713,-0.013542027,2.259759196,2.053601727,0.810841978,15898.42393,1.148629335,0.038498741,103.6822756,2.00074444,4.26E-12,8.30E-08,226.1214567,0,1,0,1,0
